id,citation_context,section,citation_intent
49358,"Ağın paket kaybına yatkın olduğu varsayımıyla ses ve video formatı, ses ve video kodlayıcılar, ses ve video bit hızları gibi IP ağlarında iletim ayarlarını seçmede yardımcı olmaktadır <CITE>.",video kalitelerinin mos değerlerinin hesaplanması,background
30244,Yılık ya da mevsimlik toplam yağış verilerinin Temel Bileşen Analizi (TBA) sonucu ilk bileşen (TBA1) genel olarak geniş ölçekli ve/veya sinoptik ölçekli atmosfer özellikleri (yüzey ve üst atmosfer hava basıncı rüzgâr sistemleri) ile yakından ilişkilidir <CITE>,iç anadolu bölgesi  ikliminin incelenmesi,background
46776,"Ek olarak, Boyd ve diğerleri, web tabanlı işbirlikçi araçlarla yazılım geliştiren lisans öğrenci ekiplerinin konuşmalarını, loglarını ve yenileme tarihçelerini analiz etmiş ve araç kullanan işbirlikçi ekiplerin daha fazla iş ürettiğini bulmuşlardır <CITE> .",tartışma,support
29389,"Günümüzde akıllı ev uygulamalarından akıllı şehirlere, enerji yönetiminden uzaktan izleme sistemlerine, sağlık uygulamalarından ulaşım sistemlerinin kontrol ve optimizasyonuna kadar çok geniş uygulama alanına sahip olan nesnelerin interneti (Internet of Things, IoT) teknolojileri afet yönetim sistemlerinin etkinliğinin arttırılması amacıyla da kullanılmaktadır <CITE> .",giriş,background
34993,Yapılan tenkitler genel olarak beş noktada toplanabilir <CITE> ;,giriş,discuss
31023,Veri tabanı talk-show'da tartışılan konular nedeniyle çoğunlukla nötr ve olumsuz duygular içerir. <CITE> 'de kullanılan veri seti ise bir telefon sağlayıcı şirketin çağrı merkezinden toplam 9 saat 30 dakika uzunluğunda 137 kayıtlı müşteri temsilcisi görüşmesini içeren Yunanca görüşmelerden oluşmaktadır.,giriş,background
35300,"Akram ve arkadaşları <CITE> , melanom lezyonlarını sınıflandırmak için bir yöntem önermiştir.",giriş,background
31878,Son yıllarda genotip bilgilerini ve hasta mahremiyeti detaylarını gözeten IoT sağlık sistemleri tanıtılmıştır<CITE> .,literatür özeti ve problemin tanımı,background
49608,"Çalışmamızda, kullandığımız başka bir yaklaşım ise <CITE> tarafından önerilen M2GLD algoritmasıdır.",yöntem,basis
35805,Çalışmada Chiang'ın <CITE> hiyerarşik ifade tabanlı istatistiksel makine çevirisine benzer bir model sunulmaktadır.,giriş,basis
29820,Yanal yörünge özelinde konuşulduğunda son hız ve son ivme genellikle sıfır olarak seçilir bunun nedeni araç yolun ortasına ulaştığında hâlihazırdaki hızı ve/veya ivmesiyle yolun diğer tarafına savrulmasını engellemektir <CITE> .,araştırma sonuçları ve tartışma,background
29686,Koronavirüs pandemisinin geleneksel piyasalarda yaratmış olduğu çöküşün dolaylı olarak BTC'nin fiyatlarındaki dalgalanmaları olumlu yönde etkileyebileceği de iddia edilmiştir <CITE> .,giriş,background
29179,"Karar ağaçları, değinilen üstün özelliklerine karşın, birden fazla öznitelik içeren çıktıları olanaklı kılmamaları, kısmen değişken sonuçlar üretmeleri, test verisindeki küçük değişikliklere karşı bile duyarlı olmaları, nümerik veri setleri için karmaşık bir ağaç yapısı oluşturmaları gibi problemler ile karşı karşıya kalmaktadır <CITE> .",karar ağaci yöntemi,background
45218,Lemarchand gürültü türü saptamak için MobileNetV2 modelini kullanarak bir çalışma gerçekleştirmiştir <CITE> .,ilgili çalışmalar,background
35073,"HDFS, NameNode ve DataNode işlem süreçlerinden oluşmaktadır <CITE> .",hadoop mimarisi,background
48767,"MYSA' nın eğitiminde, uzman ağlar ve birleştirme ağı eşzamanlı olarak eğitilir <CITE>.",materyal ve yöntem,basis
30995,Ses verilerinden çıkarılan MFCC'nin makine öğrenmesi ve derin öğrenme algoritmalarında öznitelik olarak kullanılmasıyla dijital ses işleme alanında birçok çalışma gerçekleştirilmiştir <CITE> .,giriş,background
29113,Bu öğrenme türü danışmanlı (denetimli) öğrenme olarak adlandırılmaktadır <CITE> .,materyal ve metot,background
29225,Bu işlemin nasıl yapılabileceği <CITE>’de oldukça kapsamlı bir şekilde ele alınmıştır.,sayısal bir damganın sayısal bir görüntüye eklenmesi ve tespit edilmesi,background
34792,"E-ticaret, ticari faaliyetlerin internet üzerinden yürütülmesi ve bu şekilde ürünlerin ve hizmetlerin dijital olarak pazarlanması, satışını ve teslimatını kapsayan ticari bir iş modelidir <CITE> .",giriş,background
35739,"Mevcut diğer araştırmaların bir bölümü, uygulama modeli değil, kavramsal çerçeve sunmaktadır <CITE>.",ilgili çalışmalar,background
32985,"Algoritmanın ZDT ve DTLZ problemleri üzerindeki başarısını ölçmek için önerilen ÇADA algoritması, RVEAiGNG  , MWDEO  , MOEA/D   , RVEA  , MOPSO  , SMPSO  , NSGA-II  , MOALO   , SHAMODEWO   , MOMVO <CITE> , MOGOA   , MOGWO   , KnEA   , PICEAg   , MOEADSTM   , NSGA-III   ve GREA isimli çok sayıda çok amaçlı optimizasyon algoritması ile karşılaştırılmıştır.",bulgular,support
31500,Chen ve Zhang <CITE> atıf sayısı tahmini problemine bir regresyon problemi olarak yaklaşmaktadır.,literatür taraması,discuss
29919,"Buna göre, Flesch okuma kolaylığı (FRE) formülü aşağıdaki şekilde ifade edilmektedir <CITE> :",okunabilirlik indeksleri,background
36553,"<CITE> 'daki çalışma, bu çalışmadan tekli robotların navigasyon başarısından daha az, çoklu robotların navigasyon başarısından daha yüksek başarıya ulaşmıştır eğitim sayısı, mini-batch sayısı ve deneyim tekrarı hafızası boyutumuz göz önüne alındığında aradaki farkın kabul edilebilir düzeyde olduğunu göstermektedir.",giriş,differ
35362,"Bunun yanında veri madenciliği ile istatistiksel analizlerde olduğu gibi geleceğe dönük tahminler yapmak da mümkündür  ,  ,  ,  ,  , <CITE> ,  ,  .",kavramlar,background
40682,Tablo 5'te 1000 bitlik veri gizleme için önerilen yöntem en yakın değerlere sahip yöntemler olan <CITE> ve   çalışmalarından çok daha yüksek PSNR değerlerine sahiptir.,deneysel çalışmalar,differ
34998,"Bu düşünce ARMA(p,q) modelini ortaya çıkarmıştır <CITE> .",giriş,background
48666,Formant sentezleme yöntemi birkaç parametrenin varyasyonu üzerinde çalıştığı için herhangi bir veri kümesine ihtiyaç duymamaktadır <CITE> .,ilgili çalişmalar,background
29396,Aynı zamanda çalışmalarında kablosuz algılayıcı ağ teknolojisine dayalı afet yönetim projesi sunmaktadırlar <CITE> .,giriş,background
40674,"Eğer iki görüntü aynı ise MSE değeri sıfır olmakta, en yüksek bozulma durumunda ise MSE değeri 1 olmaktadır <CITE> .",deneysel çalışmalar,background
44280,"Türkdoğan ve arkadaşları da yazılım mühendisliği projelerinde fazla mesainin çalışanlarda verimliliği, aile yaşantısını, sosyal iletişim alanlarını ve yazılım kalitesini olumsuz etkilediğini belirtmektedirler <CITE> .",sonuç ve tartişma,support
34776,"Ancak, rota ayrıtı sayısı arttıkça olurlu çevrimlerin sayısının üssel hızda büyümesi nedeniyle, büyük ölçekli problem örneklerinin etkin şekilde çözümü için sezgisel yöntemler önerilmiştir <CITE> .",giriş,background
29899,"Teorik olarak uygulamalı dil bilimi, doğal dil işleme algoritmaları veyahut metin madenciliği alanında ele alınan okunabilirlik kavramı, pratikte her alanda doğru anlaşılabilmek için doğru yazılı materyalin seçilmesinde, farklı alanlarda uzman olan veya olmayan kişilere bilgi aktarılmasında ve yazılı teknik metinler için bir standart oluşturulmasında kullanılmaktadır <CITE> .",giriş,background
49206,Doğrusal olmayan ve gerçek değerli problemlerin optimize edilmesi için tasarlanmasına rağmen sayısal problemler ile daha optimum sonuçlara ulaşılabilmiştir <CITE> .,önerilen yaklaşim,discuss
29168,"Bu doğrultuda, karşılaştırmalı analizler başlıca karar ağacı algoritmalarından C4.5  , Decision Stump  , Hoeffding Tree  , LMT (Logistic Model Trees)  , Random Forest  , Random Tree   ve RepTree <CITE> yöntemleri kullanılarak gerçekleştirilmiştir.",giriş,background
30220,Kapılar ve hücre bağlantıları Şekil 3'da ayrıntılı olarak verilmiştir <CITE> .,uzun kısa süreli bellek ünitesi,background
40030,Web kullanım madenciliğinin en önemli ve uzun süren aşaması olan ön işlem süreci bu yazılım yardımıyla gerçekleştirildikten sonra standart SQL ifadeleri yardımıyla da siteye ait istatistiki bilgiler elde edilebileceği belirtilmiştir <CITE> .,literatür incelemesi,background
29372,Bu yöntemlere yerel ve yön bağımlı olarak çalışan iz tabanlı <CITE> ve işbirlikçi toplam değişim   yaklaşımları örnek olarak verilebilir.,bulgular,background
49145,Çalışmada önce faiz ve döviz kuru ilişkisine ilişkin literatüre yer verilmiş devamında değişkenler arasındaki ilişki Johansen eş bütünleşme ve Granger nedensellik analizi çerçevesinde incelenmiştir <CITE> .,benzer çalışmalar,background
42704,Gösterge formülü denklem 22-25 ile verilmektedir <CITE> .,önerilen metodoloji,basis
35305,"Oktay Yıldız <CITE> , cilt kanserinin tespiti için C4Net, AlexNet, GoogLeNet, ResNet ve VGGNet ön-eğitimli ağ modellerinden elde ettiği sonuçları karşılaştırmıştır.",giriş,background
48683,"İskoç aksanı için ek olarak 11 erkek konuşmacının seslendirdiği 4.539'u benzersiz toplam 22.194 kelime içeren, 2,75 saat uzunluğunda veri kümesi hazırlanmıştır<CITE> .",ilgili çalişmalar,background
37957,Göz hareketlerinin takibi literatürde duygu algılamanın yanı sıra kullanılabilirlik   çalışmalarında ve beyin bilgisayar arayüzü çalışmalarında   sıklıkla kullanılmakta ve duygu durumu tespiti amaçlı yürütülen farklı yaklaşımlara üstünlük sağlamaktadır <CITE> .,sonuç ve tartişma,discuss
29624,Bu duruma çözüm bulmak için hükümetler insanlarla doğa arasında uyumlu bir birlikte yaşamı teşvik eden yeniden yapılandırma yolları aramaktadır <CITE>.,giriş,background
29722,"Makine Öğrenmesi, bilgisayarlara açıkça programlanmadan öğrenme olanağı sağlayan algoritmaların incelenmesi, tasarlanması ve geliştirilmesi ile ilgilidir <CITE>.",giriş,background
45214,Güraksın görüntülerde sıklıkla karşılaşılan tuz-biber gürültüsünün giderilmesi için k-ortalama algoritması kullanılarak tasarlanan bir filtre önermektedir <CITE> .,ilgili çalışmalar,background
29946,"Lim, Chalmers ve <CITE> Çalışmada firmaların iş stratejisinin yıllık finansal rapor okunabilirliğinin belirleyicisi olduğu gösterilmiştir. Okunabilirlik düzeyi ölçütü olarak Fog İndeksi kullanılmıştır.",literatür araştirmasi,background
29374,Ayrıca yerel olan yöntemler çoğu durumda imgedeki doku bilgisini tam olarak koruyamadığından yerel olmayan ortamalar <CITE> gibi yerel olmayan yöntemler de geliştirilmiştir.,bulgular,background
30050,İki boyutlu insan modellerinin kullanılarak yürüme hareketinin modellenmesi için önerilen yöntemler çeşitli simülasyonlarla doğrulanmıştır <CITE> .,giriş,background
47211,"Tablo 1'den görüleceği gibi, bu yeni paralel proglama ile daha önce, <CITE> elde edilen sonuçlara göre, yakınsama hızlanmış, iterasyonlar %50 oranında azalmış ve dolayısıyla paralel performans önemli ölçüde artmıştır, süper-lineer hızlanma elde edilmiştir.",sonuçlar ve tartışma,differ
32314,Son yıllarda gelişen teknoloji ile beraber bu ihtiyaçlara yanıt verilebilmesi adına beyin bilgisayar arayüzleri çalışmaları artmıştır <CITE> .,yapay zekâ temelli akilli rehabilitasyon teknikleri,background
48834,"Lebichot ve ark., <CITE> 'da dolandırıcılık tespitinde kullanılmak üzere iki orijinal transfer öğrenme modeli önermişlerdir.",literatür taraması,background
49026,"Nesne tanıma, ifade analizi, benzerlik tespiti gibi yapılan çalışmalarda 3B yüzey verileri üzerinde çeşitli işlemler yapılmaktadır <CITE> .",giriş,background
29433,Newton algoritması hızını ve dik iniş (steepest descent) metodunun kararlılığını birleştiren LM algoritması   günümüzde ağ eğitiminde etkili olarak kullanılmaktadır <CITE> .,giriş,background
32375,olmasa da ağrı yoğunluğunu ve algılanan fiziksel sağlığını iyileştirdiğini ortaya koymuştur <CITE>) .,yapay zekâ temelli akilli rehabilitasyon teknikleri,background
32333,"Bununla birlikte, bu teknolojilerin, sağlıklı insanlara yerleştirildiğinde gelişmiş biliş, gece görüşü ve diğer gelişmiş algı gibi olağanüstü yetenekler elde etmek için kullanılabileceği de öne sürülmektedir <CITE>.",yapay zekâ temelli akilli rehabilitasyon teknikleri,background
42255,"Bunlar; tek bir tabloda kolonlar halinde tasarım, birden fazla tablo elemanını tek bir elemanda birleştirilmesi, hiçbir anahtar tanımlanmaması veya anahtarların kötü ve yanlış tanımlanması, müşteri ihtiyaçlarını kapsamaması, kapsam dışına çıkılması, ilişkilerin yer almaması veya yanlış veya çok ilişki olması, çoklu ilişkiler, aynı tablo ve alan isimlerinin tekrarı, gelecekte yapının büyüyebileceğini düşünmeden tasarım yapılması, anahtar değerlerin boş olabileceği şeklindedir. <CITE> , eserlerinde bir örnek ile tüm mantıksal veri modellemesinin nasıl yapılabileceğini aktarmışlardır.",giriş,background
38280,"Sedanter eğilime sahip <CITE> ve zaman yönetiminde zorlanan   günümüz tüketicisi, yoğun şekilde kullandığı internet ortamını daha yaygın etkileşimli bir pazar haline getirmektedir.",giriş,background
48569,"Bu iyileştirmeler, geçmişten günümüze kadar kullanılan 1G/2G/3G sistemlere kıyasla, LTE üzerinde mobil hücresel ağlarda artan beklentilere yol açmaktadır. <CITE> .",giriş,background
48960,"<CITE> , CBO ve LCOM ölçütlerinin hata kestirimi için en iyi olduğunu, NOC ölçütünün ise güvenilmez olduğunu iddia etmişlerdir.",sonuçlar ve tartışmalar,discuss
34800,Sonuç olarak %80 doğruluk oranı ile en iyi sonuç LR algoritması ile elde edilmiştir <CITE> .,giriş,background
44045,"Yine, standart bir Bitcoin transfer ücreti (fee), Mart 2021 itibari ile transfer başına ortalama 22.13Dolar'dır <CITE> .",karşılaştırma,background
49505,Crossbow MicaII duyarga cihazlarının RSStabanlı konumlandırma algoritmalarında sağladığı doğruluk <CITE>' te incelenmiştir.,mevcut çalışmalar,background
29478,"Sonrasında bilimsel yazılım geliştirmede yazılım mühendisliği pratikleri konusunda çalışmanın yapıldığı zaman itibariyle güncel bir sistematik haritalama makalesi olan Arvanitou ve arkadaşlarının <CITE> çalışması esas alınıp, bilimsel yazılım geliştirmede yazılım mühendisliği pratikleri, iyi uygulamaları, eksik ve zorluklarına yönelik bir çekirdek liste çıkarılmıştır.",yöntem,basis
48336,<CITE> görüntü işleme ve makine öğrenmesinin esnekliklerini birleştirerek elde ettikleri sınıflandırıcı modelde on farklı grafik türünün ayrıştırılmasını sağlamıştır.,sonuç ve tartışma,background
43560,Nemenyi ise oluşturulan modellerin birbirinden farklı olup olmadığını ölçen post-hoc istatistiksel bir testtir <CITE> .,materyal ve metot,background
29342,<CITE> beyaz kan hücresi sınıflandırması için LSTM tabanlı bir yöntem geliştirdi.,ilgili çalişmalar,background
42414,Yapay zekâ kavramı ilk kez 1950’li yıllarda McCharthy tarafından ortaya atılmış ve 1957’de Rosenblatt yapay sinir ağlarının temel yapı taşı olan algılayıcı (perceptron) tanımını yapmıştır <CITE>.,giriş,background
49123,"Ayrıca EHO, insansız hava aracı yol planlaması  , çizelgeleme <CITE> , yük frekansı kontrolü   gibi problemlerin çözümünde kullanılmıştır.",giriş,background
48587,"Şekil 1'de gösterildiği gibi, esas olarak çekirdek ağ yani Evrimleşmiş Paket Çekirdeği (Evolved Packet Core) (EPC) ve Evolved-Evrensel Karasal Radyo Erişim Ağı (Evolved Universal Terrestrial Access Network) (E-UTRAN) olarak adlandırılan iki bölümden oluşmaktadır <CITE> .",materyal ve yöntem,basis
29184,Budama ile bir ölçütü iyileştiren düğümler budanmaktadır <CITE> .,karar ağaci yöntemi,basis
48337,"<CITE> çok sınırlı bir veriseti üzerinde gerçekleştirdikleri analizlerini pdf dökümanlarından elde edilen temelde dört, 3-boyutlu halleriyle onbir farklı grafik türünü, en yakın komşu sınıflandırıcısı ile %78,06 genel başarımla ayrıştırmayı başarmışlardır.",sonuç ve tartışma,background
48934,"LOC, daha gelişmiş tasarımları ve gereksinimleri karşılayamamıştır, bu nedenle yazılım hata kestiriminde yararlı değildir <CITE> .",giriş,background
30155,Bu önemi öğrenmek üzere ilgi mekanizması (attention mechanism) <CITE> olarak adlandırılan ve genelde bir gizli katmandan oluşan bir sinir ağı tanımlanabilmektedir.,kodlayici-kod,background
36558,"Derin takviyeli öğrenme, takviyeli öğrenme ile çözülmesi zor olan problemlerin veya zor optimizasyon problemlerinin çözülmesini derin öğrenmenin prensiplerini kullanarak daha basit hale getirir <CITE> .",derin takviyeli öğrenme,background
41544,"Önerilen yöntem ve başarımı, üniversite kampüsü içinde inşa edilmiş küçük ölçekli merkezi olmayan bir sistem üzerinde doğrulanmıştır. <CITE> ' da akıllı sayaç verilerine dayalı olarak kısa vadeli yük tahmini için DNN ve diğer makine öğrenimi teknikleri uygulanmıştır,   ve  ' de ise yük tahmini için DBN yöntemi kullanmıştır.",literatür araştırması,background
42782,"Bunlar; doğrudan ya da açık tanımlayıcı, dolaylı ya da yarı tanımlayıcı, hassas nitelikler ve hassas olmayan nitelikler olarak sınıflandırılmaktadır <CITE>.",büyük veride gizlilik korumasi,background
35762,"Bu çalışmada sunulan öğrenme algoritması, ""𝑋"" girişinin bir nöral ağ yapısındaki ""𝑀"" nöronları kümesine eşlenmesini sağlayan doğrusal olmayan bir topoloji oluşturur ve aşağıda belirtilen şekilde formülize edilir <CITE> .",metot ve materyal,basis
35738,"Farklı bir diğer çalışmada   ise öbek zinciri tabanlı yönetişim modellerinin karar verme sürecinde vatandaş katılımını artıracağı öne sürülmüştür. <CITE> , gerçekleştirdiği sistematik incelemeye dayanarak literatürde, güvenlik için teknolojik çözümlere çok sık odaklanılırken, insanlara ve politikalara çok az odaklanıldığını belirtir.",ilgili çalışmalar,background
29166,"Bu doğrultuda, karşılaştırmalı analizler başlıca karar ağacı algoritmalarından C4.5  , Decision Stump  , Hoeffding Tree  , LMT (Logistic Model Trees)  , Random Forest <CITE> , Random Tree   ve RepTree   yöntemleri kullanılarak gerçekleştirilmiştir.",giriş,background
29215,"Porto-Mascarenhas ve ark, tükürük biomarkerlarının meme kanserini karakterize etmekte yardımcı olabilecekleri düşüncesi doğrultusunda bu biomarkerların yeteneklerini değerlendirmek için gerçekleştirdikleri çalışmada, tükrük biomarkerlarının meme kanserinin erken evreden ziyade ileri aşamalarını tanımladıklarını görmüşlerdir <CITE> .",önceki çalişmalar,background
29599,Ağ sınama ortamlarını aşağıdaki şekilde sınıflandırmak mümkündür <CITE> :,ağ sınama ortamları,background
29681,"9 Kasım 2017 itibariyle Harare merkezli BTC borsası Golix'te oluşan yüksek ticaret hacmi, BTC fiyatını dünya genelinde aynı dönemde geçerli olan ortalama BTC fiyatının 6.500 dolar üzerine taşıyarak 13.900 dolara yükseltmiştir <CITE> .",giriş,background
40020,"Web sayfalarına giriş isteklerinin bilinmesi, sayfalara erişim sıklığının hesaplanması, sayfaların birlikte ziyaret edildiği diğer sayfaların tespit edilmesi gibi istatistiksel yaklaşımlarla kullanıcı davranışlarını öğrenmeyi ve bu sayede site ile ilgili düzenlemeler yapmayı sağlamaktadır <CITE> .",literatür incelemesi,background
35359,"Bunun yanında veri madenciliği ile istatistiksel analizlerde olduğu gibi geleceğe dönük tahminler yapmak da mümkündür  ,  , <CITE> ,  ,  ,  ,  ,  .",kavramlar,background
48711,"<CITE> tarafından ortaya konulan ve üçüncü nesil bilişim olarak bilinen yaygın bilişim kavramının (ubiquitous computing), inch-foot-yard ölçeğindeki akıllı saat, akıllı telefon, PDA gibi cihazlar ile onlara sahip olan kişi arasında (1-many) bir etkileşimi tanımladığı bilinmektedir.",giriş,background
47401,Çalışma <CITE> 'te ADS-B protokolünde kimlik doğrulama problemini adreslemek için sertifikasız açık anahtar şifreleme yönetimini kullanan bir hiyerarşik kimlik doğrulama protokolü önerilmiştir.,kaynak taraması,background
32392,"Yapay zekâ sağlığın birçok alanında kullanıldığı gibi rehabilitasyonun çoğu alanında tanı, tedavi ve sınıflandırma aşamalarında da kullanılmaktadır <CITE> .",sonuç ve öneriler,background
48754,Günümüzde birçok yabancı ve yerli firma işaretçi üretmektedir <CITE> .,giriş,background
48690,"Bengalce için erkek konuşmacı tarafından seslendirilen 104.891 kelimeden oluşan 22,3 saat uzunluğunda bir veri kümesi geliştirilmiştir <CITE> .",ilgili çalişmalar,background
32373,"Bu uygulamalar sayesinde, üst ekstremite hareketliliğinde iyileşmeler olduğu, akıllı telefon tabanlı taşınabilir teknolojinin, felç gibi kronik durumlarda ev rehabilitasyon programlarını destekleyebileceği düşünülmektedir <CITE> .",yapay zekâ temelli akilli rehabilitasyon teknikleri,background
48708,"Tacotron 2, WaveNet ve HiFi-GAN çalışmalarına dayanarak, mevcut TTS sistemlerinin insan seviyesinde kaliteye ulaşıp ulaşamayacağı LJSpeech veri kümesinde test edilmiş ve başarılı sonuçlar alınmıştır <CITE> .",sonuç ve öneriler,support
44260,<CITE> tarafından yapılan çalışmada bu altı adet veri seti kullanılarak ham/spam sınıflandırması gerçekleştirilmiş.,metot ve materyaller,background
32276,"Sağlık sektörü, aşırı harcama yapmadan nasıl daha etkili ve verimli olunacağını bulmak adına yenilikçi çözümlere ihtiyaç duymaktadır <CITE> .",yapay zekâ temelli akilli rehabilitasyon teknikleri,background
49491,Benzer gizleme kapasiteleri için önerilen yöntem en yakın PSNR değerine sahip çalışma olan <CITE> yönteminden yaklaşık 8 dB daha üstün PSNR değerine sahiptir.,deneysel çalışmalar,differ
30129,Olasılık ve nesne koordinat bilgileri son katman olan tam bağlı katmanı tarafında üretilmektedir <CITE> .,önerilen tanıma sistemi,background
49127,"Bir diğer çalışma da ise, Parashar ve ark. çalışmasına benzer olarak mevcut en iyi fil pozisyonunun merkez klan pozisyonuna eklenmesi ile en iyi fil pozisyonunun güncellenmesinin yanında, yeni oluşturulan bebek fil pozisyonlarının arama uzayında rasgele belirlenmesi yerine o klandaki yerel en iyi pozisyona göre oluşturulması olmak üzere EHO algoritmasına iki ayrı iyileştirme eklenmiştir <CITE> .",giriş,background
29329,"Daha yakın zamanlarda, geleneksel algoritmalardaki sınırlamalar ve hesaplamalı işlem gücündeki artış, araştırmaları kan hücresi sınıflandırması için destek vektör makineleri  , bayes sınıflandırıcıları <CITE> ve rasgele orman   gibi makine öğrenimi yöntemleri geliştirmeye yöneltti.",giriş,background
32212,"Çalışma , ve <CITE> bulut bilişimin sağlık hizmetlerinde kullanılmasını önermekle beraber mobil teknolojisinin kullanımı bu çalışmalarda yer almamaktadır.",değerlendirme,differ
42682,Sınıflandırma algoritması olarak destek vektör makinesi algoritması kullanılmıştır <CITE> .,literatür taramasi,discuss
29669,"YSA, insanların öğrenme şeklini taklit ederek yeni bilgiler türetme ve oluşturma gibi yetenekleri gerçekleştirmek için insanın öğrenme sürecinin matematiksel olarak modelleyen<CITE> veya örneklerden olaylar arasındaki ilişkileri öğrenerek daha sonra hiç görmediği örnekler hakkında öğrendikleri bilgileri kullanarak karar veren sistemlerdir  .",giriş,background
29158,Özgeçmiş bilgilerini tutan ilişkisel veri tabanlarında verilerin depolama yöntemleri ve verilerin güncellendiği coğrafi bilgi sistemi programları nasıl olursa olsun verilerin özgeçmişlerine ilişkin yapılacak sorgulamalar genellikle aşağıda belirtildiği gibi 3 farklı duruma yönelik olmaktadır <CITE> .,özgeçmiş sorgulama yöntemleri,background
49424,"1997 yılında Bikel Gizli Markov Model’i (Hidden Markov Models-HMM), 1998 yılında Sekine <CITE> Karar Ağaçları’nı, Borthwick Maksimum Entropi Modeli (Maximum Entropy Models-ME), 2003 yılında Asahara Destek Vektör Makineleri’ni (Support Vector Machines-SVM) ve McCallum Koşullu Rastgele Alanlar (Conditional Random Fields-CRF) gibi denetimli makine öğrenmesi teknikleri ile farklı sistemler tasarlamışlardır.",giriş,background
49084,Hava fotoğraflarından yol verilerinin elde edilmesi konusunda temel olarak kabul edilen bir diğer çalışma da Boggess tarafından sunulmuştur <CITE> .,giriş,background
42657,"ABD, İngiltere, İspanya ve İtalya gibi gelişmiş ekonomiler bu ani değişimden en çok etkilenen ülkeler arasına girmiştir <CITE> .",giriş,background
48514,"Çince için Yu , Fransızca için Poibeau , İtalyanca için Cucchiarelli , Bulgarca için Silva <CITE>, Kore dili için Whitelaw , Lehçe için Piskorski  ve Rusça için Popov tarafından yayınlanmış çalışmalar mevcuttur.",giriş,background
48230,Savcılık organlarının çalışmaları için suç vakalarını analiz ederek yeni bir yol sundular <CITE> .,literatür taraması,background
32240,Bu veri setleri örnek gözlem kodları ve bunların okunmasını sağlayan bir takım formlardan oluşmaktadır <CITE> .,yapay zekâ,background
45212,Burger ve ark. görüntüleri gürültüden arındırmak için çok katmanlı algılayıcı (Multi Layer Perceptron -MLP) kullanmayı önermektedir <CITE> .,ilgili çalışmalar,background
49303,"Metin madenciliği bu tekniklerden birisidir ve amacı metinsel olarak saklanan verilerden (e-postalar, incelemeler, düz metinler, web sayfaları, raporlar, makaleler ve resmi belgeler gibi) anlamlı bilgi çıkarımı yapmaktır <CITE>.",giriş,background
30396,Zeki davranış doğal olarak karıncalar arasındaki organizasyon ve dolaylı iletişim sonucunda ortaya çıkar <CITE> .,karinca kolonisi optimizasyonu,background
29734,<CITE> yazılım maliyet tahmini için yeni bir makine öğrenme modeli önermişlerdir.,giriş,background
48490,Ancak bu durumda da algoritma için yakınsama süreci oldukça uzamaktadır ve algoritma daha düşük performans göstermektedir <CITE> .,yöntem,discuss
40037,Programı ile gerçekleştirmiş ve site kullanımına ait istatistiksel sonuçlar elde etmiştir <CITE> .,literatür incelemesi,background
40044,Elmas   çalışmasında DoS ataklarından biri olan Brute Force tipi bir saldırının veri madenciliği teknikleriyle tespit edilip engellendiği bir saldırı tespit uygulaması tasarlamıştır <CITE> .,literatür incelemesi,background
30141,"Kök bulma için şimdiye kadar uygulanmış çalışmalar üç başlık altında toplanabilir: Kural tabanlı, hibrid ve istatistiksel kök modelleri. En bilinen kural tabanlı kök bulma modelleri Lovins, Porter <CITE>, Krovetz’dir. Bu modeller sondan eklemeli ve kök bulma kurallarının el ile oluşturulabildiği farklı dillerde uygulanmıştır.",konuya ilişkin önceki çalişmalar,background
30382,Bu yüzey üzerindeki parçacıklar üç tür yay tipi ile etkileşirler ve hareket ederler <CITE> .,giriş,background
43971,"Burada, veri setini doğrusal olmayan DVM ile sınıflandırabilmek için; veri seti ikiboyutlu uzaydan analitik uzaya taşınarak haritalama işlemi gerçekleştirilir <CITE> .",materyal ve metot,basis
29516,<CITE> derin sinir ağlarını eğitmenin zorluğunu gidermek için artık(residual) öğrenme çerçevesini tanıtmıştır.,ilgili çalişmalar,background
42687,"Biz bu çalışamada özellikle duygu analizinin de katılarak gerçekleştirildiği hisse senedi eğilimlerini tahminleyen  ,  ,  , <CITE> çalışmalarında kullanılan yüksek başarım değerlerine ulaşılmasını sağlayan ""Ağırlıklı Hareketli Ortalama"", ""Göreceli Güç İndeksi"", ""Hareketli Ortalama Yaklaşma Uzaklaşma Göstergesi"", ""Williams %R Göstergesi"", ""Stokastik %K"", ""Stokastik %D"", ""Chaikin Toplama-Dağıtım Osilatörü"", ""Mal Kanal Endeksi"" göstergelerini kullandık.",literatür taramasi,discuss
48694,"Marathice için 9 kadın konuşmacı tarafından seslendirilen 3.072'si benzersiz olan toplam 17.989 kelime içeren ve 3,02 saat uzunluğunda veri kümesi geliştirilmiştir <CITE> .",ilgili çalişmalar,background
33957,"Filtreleme temelli yöntemlerden Fourier dönüşümü  , ve dalgacık dönüşümü <CITE> literatürde sıkça kullanılmaktadır.",giriş,background
49162,"Bir düğüm erişim mesafesindeki komşu düğümlerle doğrudan haberleşirken, komşu olmayan diğer düğümlerle ara düğümler üzerinden haberleşmektedir<CITE> .",giriş,background
